Дата,Сотрудник,Частота сообщения,Объем сообщения,Настрой сообщения,Регулярность коммитов,Интенсивность коммитов,Статус задачи,Приоритетные изменения,Продолжительность активности,Активность ночью
2023-07-26,Егор,67,12,1,3,2,1,0,5,0
2023-07-27,Егор,65,26,1,1,1,1,2,9,0
2023-07-28,Егор,63,18,0,3,3,1,1,9,0
2023-07-29,Егор,76,24,1,4,4,1,0,5,0
2023-07-30,Егор,55,23,-1,3,4,1,0,10,0
2023-07-31,Егор,61,16,1,4,6,1,1,7,1
2023-08-01,Егор,64,19,0,4,4,1,1,11,0
2023-08-02,Егор,68,28,1,1,2,1,1,4,1
2023-08-03,Егор,63,19,0,1,1,1,0,9,0
2023-08-04,Егор,69,16,1,2,1,0,1,7,0
2023-08-05,Егор,68,15,1,2,4,0,1,4,0
2023-08-06,Егор,69,16,1,4,2,1,2,7,0
2023-08-07,Егор,74,28,1,1,4,1,0,6,0
2023-08-08,Егор,76,22,1,1,1,1,0,8,0
2023-08-09,Егор,78,16,1,3,3,1,2,6,0
2023-08-10,Егор,74,21,0,2,2,0,2,8,0
2023-08-11,Егор,71,17,1,4,3,1,2,8,0
2023-08-12,Егор,58,16,1,4,2,1,2,11,0
2023-08-13,Егор,71,17,-1,3,3,1,0,5,1
2023-08-14,Егор,72,23,0,2,1,1,2,7,0
2023-08-15,Егор,70,14,1,1,1,1,2,5,1
2023-08-16,Егор,56,11,1,1,1,-1,1,5,0
2023-08-17,Егор,56,25,1,2,1,-1,1,9,0
2023-08-18,Егор,52,18,1,4,1,0,1,6,0
2023-08-19,Егор,53,22,1,3,5,1,0,8,0
2023-08-20,Егор,58,17,1,4,6,1,2,6,0
2023-08-21,Егор,73,26,1,4,8,1,0,8,0
2023-08-22,Егор,70,11,1,2,2,0,0,10,0
2023-08-23,Егор,77,12,-1,4,1,1,1,7,0
2023-08-24,Егор,63,24,0,3,1,1,1,5,0
2023-08-25,Егор,78,17,1,2,3,-1,2,7,0
2023-08-26,Егор,79,20,1,4,3,-1,2,12,0
2023-08-27,Егор,78,27,0,3,1,1,2,4,0
2023-08-28,Егор,53,10,1,1,1,1,0,4,0
2023-08-29,Егор,69,28,1,3,3,1,2,9,1
2023-08-30,Егор,67,29,1,1,1,1,2,9,0
2023-08-31,Егор,67,23,1,2,2,1,1,7,1
2023-09-01,Егор,78,17,1,3,3,1,2,7,1
2023-09-02,Егор,53,19,1,4,5,1,2,9,0
2023-09-03,Егор,77,23,1,3,2,1,2,8,0
2023-09-04,Егор,79,15,-1,3,5,1,1,8,0
2023-09-05,Егор,61,19,1,2,1,0,2,8,0
2023-09-06,Егор,67,15,1,3,2,1,0,8,0
2023-09-07,Егор,69,22,1,1,2,-1,0,11,0
2023-09-08,Егор,53,12,1,4,1,0,0,8,0
2023-09-09,Егор,55,13,1,2,1,1,0,9,0
2023-09-10,Егор,66,24,0,4,4,0,2,11,0
2023-09-11,Егор,63,11,1,4,6,1,0,5,0
2023-09-12,Егор,68,19,1,1,4,0,2,9,0
2023-09-13,Егор,67,21,1,4,3,1,1,4,0
2023-09-14,Егор,63,16,-1,4,4,0,0,6,0
2023-09-15,Егор,77,22,1,3,1,0,1,11,0
2023-09-16,Егор,62,24,-1,1,1,1,1,5,0
2023-09-17,Егор,69,15,1,4,4,1,1,9,0
2023-09-18,Егор,59,27,1,2,4,1,2,10,0
2023-09-19,Егор,71,17,0,4,5,1,1,8,0
2023-09-20,Егор,69,15,1,4,2,-1,0,6,0
2023-09-21,Егор,59,27,1,4,2,-1,0,8,0
2023-09-22,Егор,66,12,1,4,3,1,1,6,1
2023-09-23,Егор,58,28,0,1,1,0,2,5,0
2023-09-24,Егор,72,15,1,1,1,0,2,6,0
2023-09-25,Егор,50,25,1,4,4,1,0,7,0
2023-09-26,Егор,62,21,-1,1,3,1,2,6,0
2023-09-27,Егор,78,21,1,3,6,1,2,8,1
2023-09-28,Егор,64,23,1,2,5,1,1,8,0
2023-09-29,Егор,77,28,1,2,1,1,0,7,0
2023-09-30,Егор,74,28,0,2,1,0,0,7,0
2023-10-01,Егор,58,15,1,2,2,-1,2,7,0
2023-10-02,Егор,78,24,0,2,1,0,0,8,0
2023-10-03,Егор,59,28,1,4,3,1,1,8,0
2023-10-04,Егор,67,19,1,2,1,1,1,3,0
2023-10-05,Егор,66,22,1,3,2,-1,2,4,0
2023-10-06,Егор,61,11,1,1,1,1,2,11,0
2023-10-07,Егор,58,17,0,1,1,0,1,10,0
2023-10-08,Егор,65,10,1,2,2,1,1,7,1
2023-10-09,Егор,60,27,1,4,2,-1,0,8,0
2023-10-10,Егор,72,22,1,3,4,1,1,4,0
2023-10-11,Егор,77,19,1,4,4,1,1,9,0
2023-10-12,Егор,69,16,1,1,1,0,0,9,1
2023-10-13,Егор,72,11,1,2,2,1,1,7,0
2023-10-14,Егор,65,17,0,3,4,1,2,6,0
2023-10-15,Егор,52,23,-1,4,5,1,2,8,0
2023-10-16,Егор,64,17,1,1,1,0,0,6,0
2023-10-17,Егор,74,26,0,1,1,1,1,6,0
2023-10-18,Егор,69,29,0,3,1,0,1,8,0
2023-10-19,Егор,54,13,1,2,1,1,1,9,0
2023-10-20,Егор,79,17,1,4,4,1,2,9,0
2023-10-21,Егор,75,11,1,2,3,1,2,5,0
2023-10-22,Егор,77,26,1,4,1,0,2,7,0
2023-10-23,Егор,79,29,-1,1,1,0,2,8,0
2023-10-24,Егор,52,22,1,4,2,1,0,6,0
2023-10-25,Егор,79,21,1,2,1,1,1,7,0
2023-10-26,Егор,66,29,-1,1,2,0,1,9,0
2023-10-27,Егор,55,18,0,1,1,1,2,9,0
2023-10-28,Егор,63,15,1,4,3,1,1,10,0
2023-10-29,Егор,65,10,1,2,1,1,0,5,0
2023-10-30,Егор,67,18,1,1,4,-1,1,9,0
2023-10-31,Егор,78,13,1,3,1,-1,0,13,1
2023-11-01,Егор,59,11,1,3,5,1,0,7,0
2023-11-02,Егор,66,10,1,2,1,-1,2,9,0
2023-11-03,Егор,68,29,1,4,7,1,0,4,0
2023-11-04,Егор,63,25,1,2,5,0,0,4,0
2023-11-05,Егор,63,17,0,4,4,1,0,7,1
2023-11-06,Егор,73,20,1,4,1,-1,1,3,0
2023-11-07,Егор,79,20,1,2,3,1,1,8,0
2023-11-08,Егор,62,29,1,4,3,-1,2,7,0
2023-11-09,Егор,63,18,-1,1,1,0,0,9,0
2023-11-10,Егор,58,19,1,2,6,1,1,6,0
2023-11-11,Егор,73,11,1,3,3,0,1,8,0
2023-11-12,Егор,51,19,1,3,3,1,0,5,0
2023-11-13,Егор,55,11,1,3,4,1,1,9,0
2023-11-14,Егор,61,14,0,4,7,1,0,8,0
2023-11-15,Егор,79,17,1,2,3,1,1,5,0
2023-11-16,Егор,62,14,0,3,3,0,1,11,0
2023-11-17,Егор,71,23,1,2,1,-1,1,9,0
2023-11-18,Егор,60,18,1,1,1,0,1,9,1
2023-11-19,Егор,78,13,1,1,4,0,2,7,0
2023-11-20,Егор,58,20,1,1,3,1,2,10,0
2023-11-21,Егор,64,19,1,1,1,0,1,11,0
2023-11-22,Егор,78,10,1,4,4,1,0,7,0
2023-11-23,Егор,73,23,1,3,4,1,1,9,0
2023-11-24,Егор,70,12,0,1,2,1,0,6,0
2023-11-25,Егор,64,20,1,3,3,1,2,8,0
2023-11-26,Егор,69,12,1,1,1,1,0,7,1
2023-11-27,Егор,70,18,1,2,2,-1,2,6,0
2023-11-28,Егор,71,23,1,1,2,-1,1,4,0
2023-11-29,Егор,51,26,1,3,4,0,2,5,0
2023-11-30,Егор,68,13,1,1,1,-1,1,7,0
2023-12-01,Егор,64,18,-1,2,3,1,2,8,1
2023-12-02,Егор,76,10,1,1,2,1,1,9,0
2023-12-03,Егор,63,25,1,4,3,1,2,5,0
2023-12-04,Егор,78,11,1,1,2,1,0,4,0
2023-12-05,Егор,75,28,0,3,1,0,1,4,0
2023-12-06,Егор,69,26,1,3,2,-1,1,11,0
2023-12-07,Егор,58,11,1,1,4,1,1,3,1
2023-12-08,Егор,73,22,1,1,1,-1,1,6,0
2023-12-09,Егор,54,21,1,2,3,0,2,10,1
2023-12-10,Егор,72,23,0,1,2,1,2,7,0
2023-12-11,Егор,59,10,-1,2,4,1,0,3,1
2023-12-12,Егор,66,24,1,2,1,1,2,6,0
2023-12-13,Егор,74,23,1,4,6,-1,0,10,0
2023-12-14,Егор,72,26,1,1,2,1,0,5,0
2023-12-15,Егор,70,15,1,2,1,1,0,8,0
2023-12-16,Егор,67,24,-1,3,3,1,0,10,1
2023-12-17,Егор,78,19,1,3,5,1,0,7,0
2023-12-18,Егор,77,29,1,3,2,1,2,8,1
2023-12-19,Егор,65,17,-1,2,2,1,1,11,0
2023-12-20,Егор,68,14,1,1,1,1,2,6,0
2023-12-21,Егор,55,10,-1,4,4,-1,2,8,1
2023-12-22,Егор,66,12,1,4,3,1,1,5,0
2023-12-23,Егор,50,27,-1,1,1,0,2,4,0
2023-12-24,Егор,50,14,0,3,4,1,2,9,0
2023-12-25,Егор,53,11,0,1,4,1,2,7,0
2023-12-26,Егор,71,15,1,1,1,-1,0,8,0
2023-12-27,Егор,63,16,1,4,5,1,0,10,0
2023-12-28,Егор,66,20,1,4,1,1,0,6,0
2023-12-29,Егор,69,27,1,4,4,1,0,7,0
2023-12-30,Егор,72,15,1,2,1,1,1,6,0
2023-12-31,Егор,60,16,1,3,1,0,1,7,0
2023-01-01,Максим,60,10,1,3,1,1,1,10,1
2023-01-02,Максим,75,21,0,3,5,1,1,10,0
2023-01-03,Максим,73,23,1,3,2,1,2,9,0
2023-01-04,Максим,59,17,1,1,1,1,0,8,0
2023-01-05,Максим,53,24,1,3,4,1,0,7,0
2023-01-06,Максим,77,10,1,4,4,0,1,10,0
2023-01-07,Максим,53,16,1,3,2,1,1,7,0
2023-01-08,Максим,61,15,1,2,3,1,0,7,0
2023-01-09,Максим,68,16,0,2,3,1,2,10,0
2023-01-10,Максим,53,29,1,2,4,-1,2,7,0
2023-01-11,Максим,70,24,1,3,3,0,2,6,0
2023-01-12,Максим,64,11,-1,2,1,1,0,8,0
2023-01-13,Максим,66,19,1,1,2,1,0,7,0
2023-01-14,Максим,68,28,1,4,3,0,0,7,0
2023-01-15,Максим,79,28,1,3,5,0,2,10,0
2023-01-16,Максим,55,29,1,1,1,0,2,10,0
2023-01-17,Максим,59,27,1,1,1,-1,0,9,0
2023-01-18,Максим,72,20,1,3,2,0,1,8,0
2023-01-19,Максим,55,15,1,3,1,1,2,7,0
2023-01-20,Максим,51,11,0,4,2,-1,0,8,0
2023-01-21,Максим,54,14,1,2,1,1,1,9,1
2023-01-22,Максим,55,21,1,4,6,1,2,9,0
2023-01-23,Максим,71,18,1,1,4,1,2,9,0
2023-01-24,Максим,63,13,0,4,7,1,0,10,0
2023-01-25,Максим,56,28,1,3,6,1,0,8,0
2023-01-26,Максим,76,27,0,4,5,-1,2,8,0
2023-01-27,Максим,74,21,1,3,7,-1,2,8,0
2023-01-28,Максим,50,26,0,3,3,0,0,9,0
2023-01-29,Максим,73,29,1,2,1,1,2,8,0
2023-01-30,Максим,65,18,0,4,3,1,2,9,0
2023-01-31,Максим,68,12,1,1,1,1,0,8,1
2023-02-01,Максим,52,18,0,3,2,1,1,7,0
2023-02-02,Максим,70,25,1,4,5,0,1,7,0
2023-02-03,Максим,69,14,1,1,1,1,0,6,0
2023-02-04,Максим,52,12,1,2,1,0,0,3,0
2023-02-05,Максим,56,11,0,3,1,1,0,6,0
2023-02-06,Максим,65,29,-1,3,2,1,0,8,0
2023-02-07,Максим,68,12,1,4,3,1,1,7,0
2023-02-08,Максим,63,17,1,4,3,1,1,9,1
2023-02-09,Максим,66,10,0,4,6,1,1,8,0
2023-02-10,Максим,68,21,0,2,2,1,1,7,0
2023-02-11,Максим,56,12,0,4,1,0,0,9,0
2023-02-12,Максим,55,28,1,2,1,1,2,9,0
2023-02-13,Максим,52,14,1,4,5,0,0,9,0
2023-02-14,Максим,65,20,1,4,1,1,2,6,0
2023-02-15,Максим,56,23,1,1,1,1,2,8,0
2023-02-16,Максим,62,24,1,2,3,1,0,10,0
2023-02-17,Максим,54,23,1,3,7,1,2,6,0
2023-02-18,Максим,71,26,1,3,3,1,2,7,0
2023-02-19,Максим,69,12,1,4,3,1,0,11,0
2023-02-20,Максим,69,26,1,1,1,1,1,9,0
2023-02-21,Максим,68,16,1,2,6,1,0,9,0
2023-02-22,Максим,77,27,1,3,7,0,2,5,0
2023-02-23,Максим,76,26,-1,3,1,1,2,7,1
2023-02-24,Максим,61,21,1,3,4,1,1,9,0
2023-02-25,Максим,64,12,0,1,1,1,0,8,0
2023-02-26,Максим,62,14,1,2,3,1,0,8,0
2023-02-27,Максим,73,17,-1,3,3,1,0,8,1
2023-02-28,Максим,58,17,1,3,1,1,1,5,0
2023-03-01,Максим,78,27,1,1,1,1,0,11,0
2023-03-02,Максим,73,10,1,4,6,1,2,5,0
2023-03-03,Максим,56,22,0,4,2,-1,2,11,0
2023-03-04,Максим,74,25,1,1,2,1,0,5,1
2023-03-05,Максим,79,23,1,3,2,1,0,6,0
2023-03-06,Максим,76,20,1,4,1,1,0,7,0
2023-03-07,Максим,62,16,1,3,1,1,0,4,0
2023-03-08,Максим,69,27,0,2,2,1,2,11,0
2023-03-09,Максим,50,13,-1,2,1,1,2,6,0
2023-03-10,Максим,60,29,1,2,4,1,2,7,0
2023-03-11,Максим,67,21,1,4,5,1,1,8,0
2023-03-12,Максим,66,14,1,3,1,1,0,10,1
2023-03-13,Максим,58,12,1,3,4,1,1,4,0
2023-03-14,Максим,56,14,1,2,4,0,1,7,0
2023-03-15,Максим,64,24,-1,1,1,1,2,11,0
2023-03-16,Максим,77,29,1,4,4,1,2,12,0
2023-03-17,Максим,64,28,-1,1,2,0,0,6,0
2023-03-18,Максим,51,23,1,1,1,1,0,10,0
2023-03-19,Максим,58,16,0,2,4,1,2,6,0
2023-03-20,Максим,75,10,1,4,2,0,1,8,0
2023-03-21,Максим,55,16,1,3,4,0,1,7,0
2023-03-22,Максим,77,24,-1,1,1,1,0,9,0
2023-03-23,Максим,62,28,1,4,4,0,0,6,1
2023-03-24,Максим,56,27,1,4,3,1,0,8,0
2023-03-25,Максим,58,14,1,1,2,1,0,7,0
2023-03-26,Максим,51,11,-1,3,1,1,2,5,0
2023-03-27,Максим,75,25,0,2,4,0,1,8,0
2023-03-28,Максим,59,18,0,1,1,0,1,7,0
2023-03-29,Максим,51,27,1,2,1,1,0,8,0
2023-03-30,Максим,55,12,-1,2,4,1,0,10,0
2023-03-31,Максим,58,27,1,3,2,1,1,10,0
2023-04-01,Максим,72,23,1,3,2,1,2,6,0
2023-04-02,Максим,74,10,-1,3,2,1,2,9,0
2023-04-03,Максим,53,18,-1,2,1,1,1,11,0
2023-04-04,Максим,62,11,1,3,2,0,2,5,0
2023-04-05,Максим,68,24,1,1,1,-1,0,11,0
2023-04-06,Максим,50,12,1,1,1,0,1,7,0
2023-04-07,Максим,52,18,0,3,2,1,2,12,0
2023-04-08,Максим,73,20,1,2,1,1,1,9,0
2023-04-09,Максим,76,18,1,4,3,1,1,4,1
2023-04-10,Максим,63,14,1,4,4,1,1,6,0
2023-04-11,Максим,51,10,1,1,1,0,2,7,0
2023-04-12,Максим,68,16,1,3,3,1,2,9,0
2023-04-13,Максим,50,14,1,4,4,-1,0,6,0
2023-04-14,Максим,63,17,-1,1,1,1,1,8,0
2023-04-15,Максим,78,17,1,1,1,1,0,9,0
2023-04-16,Максим,61,29,0,3,2,1,2,9,0
2023-04-17,Максим,63,13,1,3,5,0,0,8,0
2023-04-18,Максим,59,29,1,3,2,1,1,9,0
2023-04-19,Максим,72,17,0,4,4,-1,1,7,0
2023-04-20,Максим,51,12,1,4,3,1,0,6,0
2023-04-21,Максим,57,11,1,1,2,1,0,9,0
2023-04-22,Максим,78,17,1,4,2,1,0,7,0
2023-04-23,Максим,68,22,0,1,1,1,2,10,0
2023-04-24,Максим,76,18,1,4,5,0,0,3,0
2023-04-25,Максим,54,10,0,2,1,1,2,9,0
2023-04-26,Максим,67,25,1,3,4,-1,2,8,0
2023-04-27,Максим,67,15,1,1,2,1,2,7,0
2023-04-28,Максим,51,23,1,2,1,1,2,8,0
2023-04-29,Максим,70,12,1,4,3,0,0,7,0
2023-04-30,Максим,61,14,1,3,1,1,1,7,0
2023-05-01,Максим,77,18,0,2,1,-1,1,7,1
2023-05-02,Максим,70,18,1,3,2,1,1,6,1
2023-05-03,Максим,74,23,0,1,1,1,0,8,0
2023-05-04,Максим,76,17,1,2,2,0,2,6,0
2023-05-05,Максим,67,17,1,2,3,1,1,9,0
2023-05-06,Максим,65,28,-1,3,1,0,2,6,0
2023-05-07,Максим,70,14,1,4,5,-1,2,12,1
2023-05-08,Максим,70,10,1,1,1,0,2,4,0
2023-05-09,Максим,56,23,1,4,7,1,1,9,0
2023-05-10,Максим,65,12,1,3,4,1,1,10,0
2023-05-11,Максим,52,16,1,1,2,0,1,8,0
2023-05-12,Максим,60,12,1,2,2,1,0,9,0
2023-05-13,Максим,50,23,1,2,3,1,1,10,1
2023-05-14,Максим,59,10,0,3,1,1,0,7,0
2023-05-15,Максим,79,14,1,3,3,1,2,9,0
2023-05-16,Максим,54,27,1,1,1,0,0,5,0
2023-05-17,Максим,61,21,1,1,1,1,2,7,0
2023-05-18,Максим,59,22,1,3,1,1,0,8,0
2023-05-19,Максим,68,28,1,1,1,1,0,8,0
2023-05-20,Максим,63,24,0,4,4,1,1,5,0
2023-05-21,Максим,70,20,0,1,1,1,1,9,0
2023-05-22,Максим,70,29,1,2,5,1,0,10,0
2023-05-23,Максим,56,10,-1,4,5,-1,1,8,0
2023-05-24,Максим,72,25,0,3,3,0,2,6,0
2023-05-25,Максим,62,29,0,3,1,1,0,6,1
2023-05-26,Максим,64,27,1,4,4,1,0,7,0
2023-05-27,Максим,56,21,1,1,1,0,2,6,0
2023-05-28,Максим,64,21,1,2,1,1,0,8,0
2023-05-29,Максим,67,19,1,3,5,0,2,12,0
2023-05-30,Максим,69,15,0,1,1,0,1,10,0
2023-05-31,Максим,68,26,0,4,3,1,1,11,0
2023-06-01,Максим,79,24,1,1,1,1,2,6,0
2023-06-02,Максим,54,13,1,4,2,1,1,9,0
2023-06-03,Максим,65,18,1,3,6,1,2,8,0
2023-06-04,Максим,79,19,1,4,6,1,0,9,0
2023-06-05,Максим,75,21,1,4,3,1,0,6,0
2023-06-06,Максим,63,12,1,3,1,1,1,7,0
2023-06-07,Максим,70,27,1,2,3,0,1,5,0
2023-06-08,Максим,63,28,1,1,1,0,0,8,0
2023-06-09,Максим,56,14,1,1,5,0,1,11,1
2023-06-10,Максим,52,11,1,3,2,1,0,8,0
2023-06-11,Максим,64,22,1,2,1,0,1,7,0
2023-06-12,Максим,55,16,1,1,2,0,2,5,0
2023-06-13,Максим,65,23,1,4,5,1,1,9,0
2023-06-14,Максим,61,22,1,3,2,-1,2,6,0
2023-06-15,Максим,56,20,1,1,1,1,0,7,0
2023-06-16,Максим,76,18,1,2,1,1,1,7,0
2023-06-17,Максим,56,10,1,2,1,1,2,7,0
2023-06-18,Максим,59,21,1,1,1,1,1,6,0
2023-06-19,Максим,60,12,1,3,1,1,1,5,0
2023-06-20,Максим,64,25,1,4,3,1,2,6,0
2023-06-21,Максим,64,21,0,1,1,-1,0,10,0
2023-06-22,Максим,72,14,0,3,2,1,0,9,0
2023-06-23,Максим,77,26,0,2,4,0,2,8,0
2023-06-24,Максим,55,20,1,2,3,1,1,8,0
2023-06-25,Максим,71,15,1,4,4,1,1,6,1
2023-06-26,Максим,66,29,1,1,1,1,1,10,0
2023-06-27,Максим,73,16,0,2,1,1,0,9,0
2023-06-28,Максим,74,25,1,4,4,1,2,8,0
2023-06-29,Максим,54,21,0,2,2,0,2,4,0
2023-06-30,Максим,72,13,1,2,3,1,1,8,0
2023-07-01,Максим,59,19,1,3,3,0,2,6,0
2023-07-02,Максим,52,26,1,3,6,1,2,7,0
2023-07-03,Максим,56,28,-1,4,5,-1,2,9,0
2023-07-04,Максим,69,16,-1,4,2,1,2,4,1
2023-07-05,Максим,70,25,-1,2,2,1,0,7,0
2023-07-06,Максим,61,11,0,3,2,0,1,7,0
2023-07-07,Максим,76,26,1,2,4,1,0,6,0
2023-07-08,Максим,63,24,1,1,3,0,2,5,0
2023-07-09,Максим,68,22,1,4,4,1,2,9,1
2023-07-10,Максим,76,28,1,4,2,-1,0,10,0
2023-07-11,Максим,66,10,0,2,3,1,2,7,0
2023-07-12,Максим,69,15,0,4,3,-1,2,9,1
2023-07-13,Максим,51,15,1,4,6,-1,1,7,1
2023-07-14,Максим,68,26,1,1,2,0,0,11,0
2023-07-15,Максим,66,17,1,4,2,1,2,8,0
2023-07-16,Максим,69,10,0,1,2,-1,1,9,0
2023-07-17,Максим,69,14,1,1,1,1,0,8,0
2023-07-18,Максим,69,18,1,4,4,1,1,4,0
2023-07-19,Максим,66,24,1,2,5,1,2,8,0
2023-07-20,Максим,66,18,1,2,2,1,0,10,0
2023-07-21,Максим,65,25,1,4,3,1,1,8,0
2023-07-22,Максим,79,21,1,4,5,1,1,6,0
2023-07-23,Максим,74,27,0,1,1,1,1,9,0
2023-07-24,Максим,65,21,1,2,1,1,1,10,0
2023-07-25,Максим,78,17,0,3,1,1,0,8,0
2023-07-26,Максим,79,25,1,4,2,1,0,6,0
2023-07-27,Максим,52,13,1,4,11,-1,0,10,0
2023-07-28,Максим,77,13,1,2,1,1,2,8,1
2023-07-29,Максим,76,12,1,2,1,0,1,9,0
2023-07-30,Максим,73,28,1,1,5,1,2,8,0
2023-07-31,Максим,57,21,0,2,5,1,1,9,0
2023-08-01,Максим,78,25,1,3,4,1,0,8,0
2023-08-02,Максим,56,12,1,3,3,-1,0,9,0
2023-08-03,Максим,62,25,1,4,6,1,2,9,0
2023-08-04,Максим,74,25,0,1,1,1,2,7,0
2023-08-05,Максим,66,16,1,3,1,1,2,9,0
2023-08-06,Максим,57,17,1,3,2,1,1,8,0
2023-08-07,Максим,62,28,1,4,4,1,0,5,0
2023-08-08,Максим,58,18,0,1,1,1,2,6,0
2023-08-09,Максим,68,26,1,2,1,1,0,7,0
2023-08-10,Максим,77,22,1,1,1,1,2,8,0
2023-08-11,Максим,57,21,0,1,1,1,2,7,0
2023-08-12,Максим,68,26,-1,4,5,0,1,10,0
2023-08-13,Максим,72,10,1,2,2,1,2,7,0
2023-08-14,Максим,74,24,-1,2,1,1,1,9,0
2023-08-15,Максим,50,11,1,2,5,1,2,7,0
2023-08-16,Максим,73,23,1,3,1,1,2,4,0
2023-08-17,Максим,58,21,1,3,5,1,2,6,0
2023-08-18,Максим,53,19,1,4,4,1,0,9,0
2023-08-19,Максим,65,26,1,3,2,1,0,9,0
2023-08-20,Максим,75,24,-1,4,2,1,0,8,0
2023-08-21,Максим,75,11,0,2,5,1,1,7,0
2023-08-22,Максим,62,15,1,3,1,0,0,9,0
2023-08-23,Максим,50,13,1,2,3,-1,0,10,0
2023-08-24,Максим,52,12,1,1,3,1,1,2,0
2023-08-25,Максим,61,10,1,2,1,1,2,11,0
2023-08-26,Максим,63,20,0,3,4,1,1,7,0
2023-08-27,Максим,73,25,1,2,3,1,2,9,0
2023-08-28,Максим,67,24,1,3,2,1,0,6,0
2023-08-29,Максим,59,14,1,2,1,1,2,8,0
2023-08-30,Максим,75,20,0,2,2,0,2,3,0
2023-08-31,Максим,56,24,1,4,5,0,0,5,0
2023-09-01,Максим,67,26,1,2,5,0,1,8,0
2023-09-02,Максим,54,27,1,2,1,1,1,12,0
2023-09-03,Максим,79,23,0,2,5,1,1,5,0
2023-09-04,Максим,69,15,1,1,1,1,2,9,0
2023-09-05,Максим,57,29,1,4,4,1,1,8,0
2023-09-06,Максим,79,11,1,1,2,1,2,4,0
2023-09-07,Максим,73,29,1,3,5,1,2,7,0
2023-09-08,Максим,73,12,1,4,4,1,1,9,0
2023-09-09,Максим,64,23,1,4,4,1,2,8,0
2023-09-10,Максим,67,14,-1,4,3,1,2,6,0
2023-09-11,Максим,71,25,1,2,3,-1,1,6,0
2023-09-12,Максим,73,26,1,4,4,1,0,10,0
2023-09-13,Максим,57,10,1,2,2,0,1,6,0
2023-09-14,Максим,75,27,1,4,4,1,0,6,0
2023-09-15,Максим,53,20,1,4,2,-1,2,7,0
2023-09-16,Максим,65,12,1,1,2,0,2,11,0
2023-09-17,Максим,65,18,-1,1,1,0,1,8,0
2023-09-18,Максим,68,15,0,1,1,1,2,6,0
2023-09-19,Максим,54,19,0,3,1,1,1,5,1
2023-09-20,Максим,50,26,1,1,3,1,2,10,0
2023-09-21,Максим,69,27,-1,1,1,1,1,6,0
2023-09-22,Максим,65,27,1,1,1,0,2,8,0
2023-09-23,Максим,56,24,0,1,1,1,2,7,0
2023-09-24,Максим,52,20,1,2,1,1,0,10,0
2023-09-25,Максим,54,22,1,3,3,1,2,8,1
2023-09-26,Максим,55,28,0,1,1,-1,0,6,0
2023-09-27,Максим,76,21,1,1,1,1,0,8,0
2023-09-28,Максим,69,13,0,2,2,0,0,4,0
2023-09-29,Максим,52,11,1,4,4,1,2,7,0
2023-09-30,Максим,51,19,1,3,4,1,0,6,0
2023-10-01,Максим,76,26,1,4,4,1,0,9,0
2023-10-02,Максим,50,14,0,4,3,1,2,7,0
2023-10-03,Максим,59,26,1,3,3,0,2,7,0
2023-10-04,Максим,70,26,1,2,1,1,1,8,0
2023-10-05,Максим,54,19,1,3,1,1,1,12,0
2023-10-06,Максим,77,29,1,1,3,1,0,7,0
2023-10-07,Максим,63,26,1,2,2,0,2,7,0
2023-10-08,Максим,60,15,1,4,3,-1,2,7,0
2023-10-09,Максим,77,22,1,4,2,1,1,8,0
2023-10-10,Максим,75,27,1,1,4,1,1,10,0
2023-10-11,Максим,55,26,1,4,2,1,2,10,0
2023-10-12,Максим,73,15,1,3,1,1,0,6,0
2023-10-13,Максим,59,11,1,2,1,1,2,7,0
2023-10-14,Максим,75,24,1,3,3,1,0,6,0
2023-10-15,Максим,78,12,1,4,2,1,0,6,0
2023-10-16,Максим,79,26,1,2,1,1,1,7,1
2023-10-17,Максим,72,17,1,1,1,1,2,7,0
2023-10-18,Максим,75,11,1,2,1,1,0,8,0
2023-10-19,Максим,52,26,1,1,1,1,1,7,0
2023-10-20,Максим,50,25,1,1,4,0,2,8,0
2023-10-21,Максим,65,12,1,1,4,1,0,8,0
2023-10-22,Максим,66,13,1,2,4,-1,2,8,0
2023-10-23,Максим,72,24,1,2,1,0,0,11,0
2023-10-24,Максим,59,23,1,1,1,1,0,5,0
2023-10-25,Максим,62,24,0,4,6,0,2,10,0
2023-10-26,Максим,51,21,1,1,1,-1,0,9,0
2023-10-27,Максим,78,29,-1,2,1,0,1,9,0
2023-10-28,Максим,57,26,1,1,1,-1,1,7,0
2023-10-29,Максим,75,10,-1,4,6,1,0,6,0
2023-10-30,Максим,74,28,1,1,1,1,0,8,1
2023-10-31,Максим,73,16,0,1,1,-1,2,10,0
2023-11-01,Максим,66,11,1,2,2,1,2,8,0
2023-11-02,Максим,72,20,1,3,4,0,2,7,0
2023-11-03,Максим,62,23,1,3,4,1,2,7,0
2023-11-04,Максим,74,20,1,2,1,1,2,7,0
2023-11-05,Максим,63,18,1,1,2,-1,0,7,0
2023-11-06,Максим,66,15,1,3,3,-1,1,7,0
2023-11-07,Максим,51,28,1,4,3,1,2,8,0
2023-11-08,Максим,66,16,1,1,1,1,1,9,0
2023-11-09,Максим,74,20,1,2,3,1,0,10,0
2023-11-10,Максим,73,25,1,4,3,1,1,7,0
2023-11-11,Максим,77,23,-1,4,1,1,0,7,0
2023-11-12,Максим,79,11,0,4,2,1,2,7,0
2023-11-13,Максим,77,17,-1,4,4,0,0,7,1
