id сотрудника,Дата,Сотрудник,Частота сообщения,Объем сообщения,Настрой сообщения,Регулярность коммитов,Интенсивность коммитов,Статус задачи,Приоритетные изменения,Продолжительность активности,Активность ночью
3,2023-05-27,Егор,78,22,0,3,2,0,1,8,0
3,2023-05-28,Егор,76,11,0,1,2,0,2,7,0
3,2023-05-29,Егор,51,29,0,2,4,1,2,7,1
3,2023-05-30,Егор,78,15,1,2,1,1,0,11,0
3,2023-05-31,Егор,65,18,0,4,3,1,1,6,0
3,2023-06-01,Егор,69,14,1,3,5,1,0,7,0
3,2023-06-02,Егор,79,11,-1,4,1,1,0,9,0
3,2023-06-03,Егор,57,22,1,3,3,-1,0,7,0
3,2023-06-04,Егор,57,16,1,4,3,1,1,9,0
3,2023-06-05,Егор,67,14,1,1,1,1,0,6,1
3,2023-06-06,Егор,74,25,1,2,4,0,2,9,0
3,2023-06-07,Егор,56,28,0,2,1,1,1,6,0
3,2023-06-08,Егор,77,19,1,2,1,-1,2,5,0
3,2023-06-09,Егор,52,18,0,3,2,1,1,7,0
3,2023-06-10,Егор,53,11,1,3,1,-1,0,7,1
3,2023-06-11,Егор,73,19,1,1,1,1,2,3,0
3,2023-06-12,Егор,65,14,1,1,1,0,1,6,0
3,2023-06-13,Егор,73,26,0,1,1,1,1,7,0
3,2023-06-14,Егор,77,14,1,4,3,0,1,6,0
3,2023-06-15,Егор,66,24,-1,2,1,1,2,6,1
3,2023-06-16,Егор,52,21,0,4,4,1,2,8,1
3,2023-06-17,Егор,64,26,0,3,1,1,0,10,0
3,2023-06-18,Егор,68,25,1,4,6,1,0,8,0
3,2023-06-19,Егор,77,18,1,2,1,1,2,11,0
3,2023-06-20,Егор,76,25,0,4,1,0,0,4,0
3,2023-06-21,Егор,79,11,1,1,1,1,0,5,0
3,2023-06-22,Егор,73,22,0,1,1,1,1,5,0
3,2023-06-23,Егор,71,16,1,2,3,0,1,6,1
3,2023-06-24,Егор,71,28,1,3,2,0,0,10,0
3,2023-06-25,Егор,73,24,0,4,2,0,1,10,0
3,2023-06-26,Егор,67,14,1,3,4,1,1,8,0
3,2023-06-27,Егор,76,16,1,2,2,0,2,8,1
3,2023-06-28,Егор,63,18,1,1,4,1,0,8,0
3,2023-06-29,Егор,70,26,1,3,5,1,1,8,0
3,2023-06-30,Егор,71,20,1,4,2,1,1,12,0
3,2023-07-01,Егор,63,26,1,1,1,1,2,6,0
3,2023-07-02,Егор,51,28,0,2,4,-1,0,10,0
3,2023-07-03,Егор,57,22,1,2,5,-1,2,7,0
3,2023-07-04,Егор,71,29,1,2,2,0,2,8,1
3,2023-07-05,Егор,56,24,-1,3,2,-1,1,6,0
3,2023-07-06,Егор,66,15,1,2,2,0,2,8,1
3,2023-07-07,Егор,73,24,1,2,5,1,1,9,0
3,2023-07-08,Егор,73,25,1,2,2,0,1,7,0
3,2023-07-09,Егор,60,12,1,1,1,1,1,9,0
3,2023-07-10,Егор,50,28,1,3,2,1,2,7,0
3,2023-07-11,Егор,66,11,-1,2,3,1,1,9,0
3,2023-07-12,Егор,56,13,1,1,1,1,0,8,1
3,2023-07-13,Егор,53,15,1,2,1,1,0,7,0
3,2023-07-14,Егор,72,12,0,1,2,1,0,8,0
3,2023-07-15,Егор,65,16,-1,1,1,1,0,11,0
3,2023-07-16,Егор,66,12,1,3,1,1,1,5,0
3,2023-07-17,Егор,68,29,0,1,1,-1,2,7,0
3,2023-07-18,Егор,64,24,1,3,1,-1,2,3,1
3,2023-07-19,Егор,54,16,-1,4,3,1,0,7,0
3,2023-07-20,Егор,55,11,1,1,2,1,2,10,0
3,2023-07-21,Егор,53,22,1,3,4,1,0,5,0
3,2023-07-22,Егор,52,26,1,3,5,0,2,10,0
3,2023-07-23,Егор,57,22,1,3,3,1,0,8,0
3,2023-07-24,Егор,56,21,1,2,1,0,2,6,1
3,2023-07-25,Егор,65,10,1,4,4,0,2,5,0
3,2023-07-26,Егор,64,22,-1,2,2,1,2,7,0
3,2023-07-27,Егор,51,25,1,1,1,1,0,5,0
3,2023-07-28,Егор,72,22,0,1,3,0,1,10,0
3,2023-07-29,Егор,71,17,1,3,1,1,0,9,0
3,2023-07-30,Егор,66,27,1,2,2,1,1,9,0
3,2023-07-31,Егор,70,21,1,2,3,1,2,6,0
3,2023-08-01,Егор,57,26,1,2,3,-1,2,10,0
3,2023-08-02,Егор,76,19,1,2,3,1,2,11,0
3,2023-08-03,Егор,56,10,1,2,1,-1,0,5,0
3,2023-08-04,Егор,70,14,1,2,4,1,2,7,1
3,2023-08-05,Егор,75,28,1,2,1,0,2,9,0
3,2023-08-06,Егор,62,23,0,4,4,-1,2,5,0
3,2023-08-07,Егор,52,23,-1,1,3,1,2,6,0
3,2023-08-08,Егор,63,21,1,2,2,1,1,5,0
3,2023-08-09,Егор,62,29,0,4,2,1,2,9,0
3,2023-08-10,Егор,58,25,1,3,1,0,0,6,0
3,2023-08-11,Егор,62,16,0,2,1,1,0,6,0
3,2023-08-12,Егор,67,16,1,4,3,1,1,4,0
3,2023-08-13,Егор,51,25,0,2,2,-1,2,7,0
3,2023-08-14,Егор,79,26,0,1,1,1,2,6,0
3,2023-08-15,Егор,67,15,0,1,1,1,0,9,0
3,2023-08-16,Егор,67,23,0,2,1,1,1,6,0
3,2023-08-17,Егор,65,25,1,1,2,-1,2,6,0
3,2023-08-18,Егор,57,26,1,1,1,-1,0,6,0
3,2023-08-19,Егор,63,17,1,1,1,1,1,9,0
3,2023-08-20,Егор,61,19,1,2,1,1,0,7,0
3,2023-08-21,Егор,50,16,0,1,4,1,1,9,0
3,2023-08-22,Егор,61,12,1,3,1,1,2,9,0
3,2023-08-23,Егор,55,12,1,3,4,0,2,11,0
3,2023-08-24,Егор,76,15,1,3,1,-1,2,6,0
3,2023-08-25,Егор,53,18,1,4,2,1,2,6,0
3,2023-08-26,Егор,60,23,1,1,1,1,2,4,0
3,2023-08-27,Егор,69,27,1,1,1,1,2,6,0
3,2023-08-28,Егор,57,15,1,4,5,1,0,7,0
3,2023-08-29,Егор,78,19,-1,3,1,1,1,11,0
3,2023-08-30,Егор,74,14,1,1,1,1,0,8,0
3,2023-08-31,Егор,56,19,1,4,4,-1,2,9,0
3,2023-09-01,Егор,69,16,1,4,6,1,1,7,0
3,2023-09-02,Егор,51,13,1,2,1,0,0,12,0
3,2023-09-03,Егор,69,17,0,4,3,1,2,8,0
3,2023-09-04,Егор,57,18,-1,1,1,1,1,4,0
3,2023-09-05,Егор,64,18,1,4,2,-1,1,8,0
3,2023-09-06,Егор,60,11,1,1,2,1,0,7,0
3,2023-09-07,Егор,55,17,1,1,1,0,1,8,0
3,2023-09-08,Егор,54,16,1,3,3,0,2,5,0
3,2023-09-09,Егор,67,18,1,1,1,1,0,12,0
3,2023-09-10,Егор,68,13,1,3,6,1,2,6,0
3,2023-09-11,Егор,66,22,1,3,2,1,0,7,0
3,2023-09-12,Егор,65,12,-1,2,1,1,2,8,0
3,2023-09-13,Егор,54,12,1,4,1,1,2,9,0
3,2023-09-14,Егор,53,18,-1,1,1,1,1,11,0
3,2023-09-15,Егор,57,17,0,3,3,1,0,7,0
3,2023-09-16,Егор,73,29,1,3,1,1,2,8,0
3,2023-09-17,Егор,52,20,-1,3,4,1,1,6,0
3,2023-09-18,Егор,65,23,1,2,3,1,2,7,0
3,2023-09-19,Егор,51,29,1,4,6,1,1,8,0
3,2023-09-20,Егор,79,19,1,1,4,1,1,6,0
3,2023-09-21,Егор,62,25,0,4,3,1,0,10,0
3,2023-09-22,Егор,68,10,0,3,3,1,1,6,0
3,2023-09-23,Егор,77,21,1,2,5,1,1,5,1
3,2023-09-24,Егор,57,18,1,3,2,1,0,6,0
3,2023-09-25,Егор,77,15,1,4,5,1,1,8,0
3,2023-09-26,Егор,64,23,1,2,1,1,1,5,1
3,2023-09-27,Егор,75,22,0,1,1,-1,2,8,0
3,2023-09-28,Егор,61,26,1,1,1,1,1,4,0
3,2023-09-29,Егор,61,22,1,4,2,1,1,9,0
3,2023-09-30,Егор,75,28,0,2,2,1,1,9,1
3,2023-10-01,Егор,55,13,1,2,2,1,0,11,0
3,2023-10-02,Егор,78,26,1,2,2,-1,2,8,0
3,2023-10-03,Егор,70,17,1,1,1,-1,0,9,0
3,2023-10-04,Егор,61,21,1,1,1,1,0,9,0
3,2023-10-05,Егор,55,23,-1,4,4,0,2,10,0
3,2023-10-06,Егор,71,24,0,4,4,1,0,8,0
3,2023-10-07,Егор,52,16,1,1,3,1,2,6,0
3,2023-10-08,Егор,65,28,1,2,2,0,1,6,0
3,2023-10-09,Егор,66,26,0,1,1,0,0,6,0
3,2023-10-10,Егор,78,16,-1,4,4,1,2,6,1
3,2023-10-11,Егор,51,29,1,2,1,-1,2,8,0
3,2023-10-12,Егор,79,11,1,3,2,1,1,11,0
3,2023-10-13,Егор,75,29,1,4,6,1,1,10,0
3,2023-10-14,Егор,79,17,1,2,4,1,2,9,0
3,2023-10-15,Егор,78,25,-1,1,3,1,2,5,0
3,2023-10-16,Егор,74,22,1,1,1,0,2,11,0
3,2023-10-17,Егор,67,13,-1,3,1,1,2,9,0
3,2023-10-18,Егор,61,10,1,1,1,1,1,10,0
3,2023-10-19,Егор,62,27,0,2,2,1,1,9,0
3,2023-10-20,Егор,61,23,-1,2,2,-1,1,9,1
3,2023-10-21,Егор,69,12,0,2,1,0,1,6,0
3,2023-10-22,Егор,69,29,1,3,4,1,2,8,0
3,2023-10-23,Егор,60,18,1,3,1,1,2,9,0
3,2023-10-24,Егор,55,18,1,4,5,1,2,8,0
3,2023-10-25,Егор,51,24,1,2,1,1,1,8,0
3,2023-10-26,Егор,76,16,-1,2,3,1,0,9,0
3,2023-10-27,Егор,61,12,0,4,2,0,1,9,1
3,2023-10-28,Егор,79,24,0,1,1,1,0,7,0
3,2023-10-29,Егор,75,29,1,2,3,1,1,11,0
3,2023-10-30,Егор,70,26,1,1,1,-1,2,7,1
3,2023-10-31,Егор,56,25,1,1,4,1,0,7,0
3,2023-11-01,Егор,51,16,0,4,3,1,2,8,0
3,2023-11-02,Егор,77,12,1,3,4,1,2,6,0
3,2023-11-03,Егор,61,29,1,3,1,1,2,10,1
3,2023-11-04,Егор,63,16,1,2,1,1,1,9,0
3,2023-11-05,Егор,58,11,0,2,1,1,1,8,0
3,2023-11-06,Егор,62,25,1,4,6,1,0,7,0
3,2023-11-07,Егор,54,13,1,1,3,0,1,9,0
3,2023-11-08,Егор,59,29,1,3,3,1,1,7,0
3,2023-11-09,Егор,78,29,0,3,3,1,1,8,0
3,2023-11-10,Егор,72,22,1,2,1,1,2,2,0
3,2023-11-11,Егор,56,18,-1,2,1,1,2,7,0
3,2023-11-12,Егор,62,15,0,4,4,0,2,10,0
3,2023-11-13,Егор,65,16,1,3,3,1,1,10,0
3,2023-11-14,Егор,64,23,-1,1,1,1,2,8,0
3,2023-11-15,Егор,52,28,1,2,1,1,2,7,0
3,2023-11-16,Егор,55,26,-1,2,2,0,0,8,0
3,2023-11-17,Егор,54,25,1,2,4,1,1,8,0
3,2023-11-18,Егор,69,15,1,4,5,1,0,11,0
3,2023-11-19,Егор,56,29,0,1,1,-1,2,11,0
3,2023-11-20,Егор,70,29,1,2,3,1,1,7,0
3,2023-11-21,Егор,79,17,1,1,1,-1,2,8,1
3,2023-11-22,Егор,71,21,1,1,2,1,0,9,0
3,2023-11-23,Егор,53,11,0,2,1,0,1,8,0
3,2023-11-24,Егор,54,15,1,4,4,1,1,6,0
3,2023-11-25,Егор,75,21,1,1,1,0,1,7,0
3,2023-11-26,Егор,58,27,1,4,4,1,1,7,0
3,2023-11-27,Егор,66,28,-1,2,2,1,0,7,0
3,2023-11-28,Егор,61,14,1,3,2,1,2,9,0
3,2023-11-29,Егор,73,15,1,3,1,1,1,7,0
3,2023-11-30,Егор,63,19,1,1,1,1,1,7,0
3,2023-12-01,Егор,59,19,1,3,3,0,1,6,0
3,2023-12-02,Егор,56,27,1,1,3,0,2,8,0
3,2023-12-03,Егор,66,23,1,2,3,1,2,9,0
3,2023-12-04,Егор,71,11,1,1,3,1,1,6,0
3,2023-12-05,Егор,63,24,1,3,1,0,1,8,0
3,2023-12-06,Егор,78,22,1,4,5,0,1,9,0
3,2023-12-07,Егор,79,17,1,4,1,1,0,9,0
3,2023-12-08,Егор,64,10,1,4,3,1,1,8,0
3,2023-12-09,Егор,59,17,0,2,3,0,0,8,0
3,2023-12-10,Егор,63,11,0,2,1,1,1,7,0
3,2023-12-11,Егор,60,24,0,1,1,-1,0,6,0
3,2023-12-12,Егор,76,13,1,3,5,-1,2,10,0
3,2023-12-13,Егор,67,10,1,1,3,0,2,10,1
3,2023-12-14,Егор,71,26,-1,2,2,-1,0,8,0
3,2023-12-15,Егор,55,24,-1,3,1,1,0,7,0
3,2023-12-16,Егор,79,17,1,4,4,1,0,6,0
3,2023-12-17,Егор,61,11,0,3,7,-1,2,8,0
3,2023-12-18,Егор,76,11,1,4,4,1,1,6,0
3,2023-12-19,Егор,79,14,1,2,4,1,1,7,0
3,2023-12-20,Егор,63,29,-1,4,2,0,1,6,0
3,2023-12-21,Егор,60,27,-1,2,3,1,0,5,0
3,2023-12-22,Егор,58,19,0,1,2,1,0,8,0
3,2023-12-23,Егор,63,27,1,3,2,0,2,8,0
3,2023-12-24,Егор,57,14,1,1,1,1,0,7,0
3,2023-12-25,Егор,74,12,0,1,2,1,2,9,0
3,2023-12-26,Егор,72,22,1,3,3,1,0,7,0
3,2023-12-27,Егор,76,11,1,3,2,1,0,10,0
3,2023-12-28,Егор,60,18,1,4,3,1,2,9,0
3,2023-12-29,Егор,66,12,1,1,1,1,2,8,1
3,2023-12-30,Егор,79,25,1,1,1,1,1,6,0
3,2023-12-31,Егор,66,13,1,2,1,0,0,6,0
4,2023-01-01,Максим,70,22,1,3,6,0,2,8,0
4,2023-01-02,Максим,78,28,0,1,1,1,2,8,0
4,2023-01-03,Максим,65,27,1,2,2,1,1,8,0
4,2023-01-04,Максим,71,29,1,1,1,1,1,6,0
4,2023-01-05,Максим,74,22,1,4,3,1,0,5,0
4,2023-01-06,Максим,50,14,1,1,1,1,2,7,1
4,2023-01-07,Максим,65,25,1,1,1,1,2,3,0
4,2023-01-08,Максим,75,21,1,2,5,-1,2,7,0
4,2023-01-09,Максим,71,24,1,2,2,1,1,1,0
4,2023-01-10,Максим,62,18,1,2,1,-1,0,7,0
4,2023-01-11,Максим,52,26,1,2,3,1,2,10,0
4,2023-01-12,Максим,53,14,1,2,3,0,2,11,0
4,2023-01-13,Максим,50,11,1,2,1,0,0,6,0
4,2023-01-14,Максим,67,20,0,2,1,0,1,5,0
4,2023-01-15,Максим,64,25,1,4,2,1,1,7,0
4,2023-01-16,Максим,76,11,1,1,2,0,0,5,0
4,2023-01-17,Максим,63,14,1,3,4,1,2,8,0
4,2023-01-18,Максим,60,12,-1,3,5,0,1,7,0
4,2023-01-19,Максим,60,13,-1,2,2,1,1,4,0
4,2023-01-20,Максим,73,10,1,4,4,1,1,6,0
4,2023-01-21,Максим,68,18,1,4,4,0,0,6,0
4,2023-01-22,Максим,75,19,-1,3,2,1,0,6,0
4,2023-01-23,Максим,68,28,0,3,1,1,1,10,0
4,2023-01-24,Максим,58,11,1,3,4,1,1,8,0
4,2023-01-25,Максим,77,26,0,4,3,1,0,10,0
4,2023-01-26,Максим,69,15,1,3,2,1,2,8,0
4,2023-01-27,Максим,51,19,1,3,6,1,1,7,0
4,2023-01-28,Максим,57,25,1,2,1,0,2,12,0
4,2023-01-29,Максим,67,15,-1,1,1,1,1,6,0
4,2023-01-30,Максим,79,24,1,2,3,1,0,7,0
4,2023-01-31,Максим,64,15,1,2,1,0,0,9,0
4,2023-02-01,Максим,68,23,1,3,1,1,1,8,0
4,2023-02-02,Максим,60,15,1,1,5,1,2,10,0
4,2023-02-03,Максим,55,16,0,4,3,0,0,10,0
4,2023-02-04,Максим,75,19,1,1,1,1,2,11,0
4,2023-02-05,Максим,78,26,1,4,2,1,0,7,0
4,2023-02-06,Максим,70,18,1,3,3,1,1,6,0
4,2023-02-07,Максим,69,19,0,2,3,-1,2,6,0
4,2023-02-08,Максим,75,22,0,4,6,-1,1,5,1
4,2023-02-09,Максим,74,28,1,4,4,1,0,9,0
4,2023-02-10,Максим,59,15,0,1,1,1,0,8,0
4,2023-02-11,Максим,74,27,-1,2,4,1,1,10,0
4,2023-02-12,Максим,62,16,1,3,5,-1,0,5,0
4,2023-02-13,Максим,55,18,0,2,5,1,2,8,0
4,2023-02-14,Максим,52,15,0,3,1,0,1,11,0
4,2023-02-15,Максим,52,24,-1,1,1,0,0,9,0
4,2023-02-16,Максим,55,26,1,1,1,1,1,10,0
4,2023-02-17,Максим,79,20,1,3,3,1,2,6,0
4,2023-02-18,Максим,56,22,1,2,1,1,2,7,0
4,2023-02-19,Максим,55,23,-1,2,1,1,2,10,0
4,2023-02-20,Максим,68,24,1,1,1,1,1,9,0
4,2023-02-21,Максим,51,10,1,3,2,1,0,9,0
4,2023-02-22,Максим,65,17,1,1,1,1,0,9,0
4,2023-02-23,Максим,65,18,1,1,1,1,2,10,0
4,2023-02-24,Максим,59,23,1,4,2,1,1,8,0
4,2023-02-25,Максим,62,20,1,1,2,1,0,4,0
4,2023-02-26,Максим,67,23,0,4,3,1,2,6,0
4,2023-02-27,Максим,68,14,1,2,1,0,2,10,0
4,2023-02-28,Максим,67,13,1,3,1,1,2,8,0
4,2023-03-01,Максим,59,23,1,3,2,0,1,2,0
4,2023-03-02,Максим,72,18,1,2,1,0,1,10,0
4,2023-03-03,Максим,54,20,1,4,7,0,0,5,0
4,2023-03-04,Максим,53,20,0,2,3,1,0,7,0
4,2023-03-05,Максим,64,29,1,2,1,0,1,10,0
4,2023-03-06,Максим,58,13,0,1,1,1,2,9,0
4,2023-03-07,Максим,64,28,1,1,1,0,2,6,0
4,2023-03-08,Максим,57,17,1,2,1,1,1,6,0
4,2023-03-09,Максим,70,23,1,1,1,1,1,5,0
4,2023-03-10,Максим,52,21,0,4,5,0,1,8,0
4,2023-03-11,Максим,61,10,1,4,2,1,2,6,0
4,2023-03-12,Максим,64,12,-1,4,1,0,2,8,0
4,2023-03-13,Максим,74,29,0,3,2,1,0,8,1
4,2023-03-14,Максим,78,26,1,4,3,1,1,5,1
4,2023-03-15,Максим,64,10,1,4,4,0,0,6,0
4,2023-03-16,Максим,76,12,-1,4,4,-1,1,5,0
4,2023-03-17,Максим,66,16,1,1,3,1,0,10,0
4,2023-03-18,Максим,62,25,0,4,4,0,2,5,0
4,2023-03-19,Максим,74,10,1,2,1,1,1,5,0
4,2023-03-20,Максим,51,14,-1,4,5,1,1,7,0
4,2023-03-21,Максим,73,17,1,1,1,1,0,7,0
4,2023-03-22,Максим,77,26,0,4,3,1,0,8,1
4,2023-03-23,Максим,67,10,1,1,1,-1,0,7,0
4,2023-03-24,Максим,70,25,0,2,2,1,1,4,1
4,2023-03-25,Максим,76,27,0,1,2,-1,0,7,0
4,2023-03-26,Максим,51,25,1,2,1,1,0,6,0
4,2023-03-27,Максим,78,23,-1,1,2,1,0,6,0
4,2023-03-28,Максим,50,11,1,4,7,-1,0,9,0
4,2023-03-29,Максим,74,23,1,4,6,1,1,7,0
4,2023-03-30,Максим,71,15,1,2,1,1,2,2,0
4,2023-03-31,Максим,60,26,1,1,1,1,2,11,0
4,2023-04-01,Максим,56,27,0,4,3,1,2,7,0
4,2023-04-02,Максим,72,10,-1,3,3,1,2,8,0
4,2023-04-03,Максим,58,15,1,1,1,1,1,4,0
4,2023-04-04,Максим,54,17,-1,3,2,-1,2,9,0
4,2023-04-05,Максим,67,12,0,1,1,-1,0,11,0
4,2023-04-06,Максим,63,27,1,1,1,-1,2,6,0
4,2023-04-07,Максим,56,21,0,1,1,1,1,8,0
4,2023-04-08,Максим,58,13,1,4,5,1,1,8,0
4,2023-04-09,Максим,77,23,1,2,1,-1,1,8,0
4,2023-04-10,Максим,62,10,0,3,2,1,2,6,0
4,2023-04-11,Максим,51,16,1,1,1,1,0,7,0
4,2023-04-12,Максим,50,25,0,4,1,1,1,10,1
4,2023-04-13,Максим,57,14,1,4,5,-1,1,8,1
4,2023-04-14,Максим,52,29,1,4,5,1,0,9,0
4,2023-04-15,Максим,64,13,-1,3,4,0,0,7,0
4,2023-04-16,Максим,54,20,1,2,1,1,1,10,0
4,2023-04-17,Максим,55,18,-1,4,3,1,2,10,0
4,2023-04-18,Максим,74,24,0,2,1,1,1,9,0
4,2023-04-19,Максим,57,19,1,1,1,1,0,5,0
4,2023-04-20,Максим,75,19,1,1,1,1,0,6,0
4,2023-04-21,Максим,77,14,1,2,1,1,0,7,0
4,2023-04-22,Максим,70,28,0,1,1,1,2,6,0
4,2023-04-23,Максим,72,12,1,2,6,1,0,7,0
4,2023-04-24,Максим,78,29,0,1,1,1,1,11,0
4,2023-04-25,Максим,57,20,1,2,3,0,1,7,0
4,2023-04-26,Максим,64,29,1,1,2,0,1,6,0
4,2023-04-27,Максим,63,29,1,3,4,1,0,8,0
4,2023-04-28,Максим,68,28,1,1,1,0,1,10,1
4,2023-04-29,Максим,56,22,1,4,5,0,2,6,0
4,2023-04-30,Максим,65,15,1,4,3,1,2,6,0
4,2023-05-01,Максим,59,29,0,2,1,1,2,5,0
4,2023-05-02,Максим,61,13,1,1,1,1,2,5,0
4,2023-05-03,Максим,78,13,1,4,1,1,1,11,0
4,2023-05-04,Максим,55,13,1,1,1,1,0,5,0
4,2023-05-05,Максим,73,17,1,3,5,0,1,6,0
4,2023-05-06,Максим,52,10,-1,3,2,0,0,10,0
4,2023-05-07,Максим,61,10,1,4,4,1,2,7,0
4,2023-05-08,Максим,67,10,1,1,1,1,1,2,0
4,2023-05-09,Максим,61,18,1,4,1,1,1,8,0
4,2023-05-10,Максим,55,26,1,1,1,1,0,9,0
4,2023-05-11,Максим,52,24,0,2,2,0,2,11,0
4,2023-05-12,Максим,54,15,1,2,1,1,2,6,0
4,2023-05-13,Максим,67,24,1,1,2,1,2,7,1
4,2023-05-14,Максим,55,11,1,3,8,1,1,7,0
4,2023-05-15,Максим,51,22,1,1,1,1,0,11,0
4,2023-05-16,Максим,55,28,1,3,3,1,2,4,0
4,2023-05-17,Максим,59,12,1,3,4,0,0,5,1
4,2023-05-18,Максим,57,27,1,2,1,1,2,11,0
4,2023-05-19,Максим,61,26,0,1,1,0,1,14,0
4,2023-05-20,Максим,63,24,1,1,1,1,0,5,0
4,2023-05-21,Максим,54,11,0,1,1,1,0,10,0
4,2023-05-22,Максим,51,13,0,2,2,1,1,8,0
4,2023-05-23,Максим,51,10,1,1,1,0,2,5,0
4,2023-05-24,Максим,53,10,1,2,3,1,1,6,1
4,2023-05-25,Максим,52,24,-1,3,2,1,1,7,0
4,2023-05-26,Максим,78,23,1,2,2,1,1,7,0
4,2023-05-27,Максим,55,17,1,4,2,1,2,6,0
4,2023-05-28,Максим,67,22,-1,4,2,1,0,6,0
4,2023-05-29,Максим,57,19,0,3,3,1,1,6,0
4,2023-05-30,Максим,52,14,1,4,4,0,2,9,0
4,2023-05-31,Максим,63,27,1,3,1,0,1,8,0
4,2023-06-01,Максим,79,24,-1,2,2,1,2,8,1
4,2023-06-02,Максим,71,16,0,4,6,0,2,9,0
4,2023-06-03,Максим,75,26,0,1,1,-1,1,8,0
4,2023-06-04,Максим,57,29,0,3,1,1,2,8,0
4,2023-06-05,Максим,63,13,1,3,1,-1,2,8,0
4,2023-06-06,Максим,64,20,0,3,1,-1,2,9,0
4,2023-06-07,Максим,72,25,1,2,1,1,2,10,0
4,2023-06-08,Максим,77,26,1,1,1,1,2,7,0
4,2023-06-09,Максим,75,21,1,2,2,1,1,12,0
4,2023-06-10,Максим,54,26,-1,3,6,0,0,9,0
4,2023-06-11,Максим,62,20,1,1,1,1,0,5,1
4,2023-06-12,Максим,51,16,1,2,1,0,1,4,0
4,2023-06-13,Максим,58,11,1,2,1,1,0,5,0
4,2023-06-14,Максим,58,24,1,1,2,1,0,9,0
4,2023-06-15,Максим,75,21,0,2,1,1,2,3,0
4,2023-06-16,Максим,75,19,-1,2,3,1,0,6,1
4,2023-06-17,Максим,55,25,0,1,1,1,1,7,1
4,2023-06-18,Максим,64,10,1,1,4,0,2,5,0
4,2023-06-19,Максим,66,14,1,3,3,1,0,12,0
4,2023-06-20,Максим,53,24,1,2,1,1,1,5,0
4,2023-06-21,Максим,76,11,-1,4,2,1,0,9,0
4,2023-06-22,Максим,71,27,1,4,4,-1,1,7,0
4,2023-06-23,Максим,52,23,1,1,1,0,1,5,0
4,2023-06-24,Максим,51,16,1,1,2,1,2,4,0
4,2023-06-25,Максим,69,29,1,4,4,1,0,7,0
4,2023-06-26,Максим,65,18,1,2,1,1,0,9,0
4,2023-06-27,Максим,50,14,0,2,1,0,1,7,1
4,2023-06-28,Максим,78,16,1,3,4,0,2,10,0
4,2023-06-29,Максим,79,25,1,3,1,1,1,6,0
4,2023-06-30,Максим,76,27,1,1,1,1,1,6,0
4,2023-07-01,Максим,77,21,1,3,4,1,1,5,0
4,2023-07-02,Максим,51,13,1,4,7,1,0,9,0
4,2023-07-03,Максим,79,20,1,1,3,1,2,4,0
4,2023-07-04,Максим,61,24,1,3,2,0,1,9,0
4,2023-07-05,Максим,58,14,-1,4,1,-1,1,6,0
4,2023-07-06,Максим,75,23,1,2,5,1,2,7,1
4,2023-07-07,Максим,68,15,1,2,4,1,0,12,0
4,2023-07-08,Максим,70,16,1,2,1,0,2,5,0
4,2023-07-09,Максим,59,29,-1,2,3,1,1,7,0
4,2023-07-10,Максим,60,16,1,2,4,1,2,11,0
4,2023-07-11,Максим,56,19,1,3,3,1,0,9,0
4,2023-07-12,Максим,56,11,1,1,2,1,2,9,0
4,2023-07-13,Максим,76,23,0,3,4,1,2,6,0
4,2023-07-14,Максим,56,17,1,4,1,0,1,8,0
4,2023-07-15,Максим,59,10,-1,4,2,0,1,8,0
4,2023-07-16,Максим,65,20,1,1,3,1,2,6,0
4,2023-07-17,Максим,68,23,1,4,6,1,0,6,0
4,2023-07-18,Максим,73,26,1,1,2,1,1,8,0
4,2023-07-19,Максим,76,23,1,2,1,-1,1,9,1
4,2023-07-20,Максим,62,19,1,3,1,1,2,9,0
4,2023-07-21,Максим,62,15,-1,3,3,1,1,10,0
4,2023-07-22,Максим,59,17,1,3,8,0,2,9,0
4,2023-07-23,Максим,59,22,1,4,1,0,0,7,0
4,2023-07-24,Максим,57,21,1,2,2,1,2,7,0
4,2023-07-25,Максим,59,26,-1,3,3,1,1,10,0
4,2023-07-26,Максим,75,16,1,4,1,1,0,7,0
4,2023-07-27,Максим,66,28,0,4,7,0,0,8,0
4,2023-07-28,Максим,55,15,1,2,4,0,1,6,0
4,2023-07-29,Максим,76,10,-1,1,1,1,2,7,0
4,2023-07-30,Максим,63,11,1,2,3,0,0,7,0
4,2023-07-31,Максим,68,22,-1,4,1,1,0,9,0
4,2023-08-01,Максим,57,25,1,3,5,0,2,9,0
4,2023-08-02,Максим,72,20,1,2,2,1,1,8,0
4,2023-08-03,Максим,71,10,1,4,3,1,2,9,0
4,2023-08-04,Максим,54,22,1,4,5,1,1,5,0
4,2023-08-05,Максим,64,17,1,4,3,0,0,8,0
4,2023-08-06,Максим,65,14,-1,2,1,1,0,7,1
4,2023-08-07,Максим,64,25,-1,4,2,1,1,9,0
4,2023-08-08,Максим,54,22,0,3,1,1,2,5,1
4,2023-08-09,Максим,65,13,1,2,1,1,2,8,1
4,2023-08-10,Максим,53,23,1,2,4,-1,0,9,1
4,2023-08-11,Максим,67,15,1,2,2,-1,1,1,0
4,2023-08-12,Максим,55,17,0,1,1,1,0,7,0
4,2023-08-13,Максим,54,18,0,3,2,1,1,3,0
